Timestamp,Mode,Facing,Posture Status,Head Tilt,Confidence Score
2025-07-12 16:00:35,front,front,Detecting bad... (2.0s),0.007199972867965698,5
2025-07-12 16:00:35,front,front,Detecting bad... (1.9s),0.008715331554412842,4
2025-07-12 16:00:35,front,front,Detecting bad... (1.9s),0.008531689643859863,4
2025-07-12 16:00:35,front,front,Detecting bad... (1.8s),0.008745431900024414,4
2025-07-12 16:00:35,front,front,Detecting bad... (1.8s),0.008498966693878174,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.7s),0.007910162210464478,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.7s),0.007916748523712158,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.6s),0.007432222366333008,5
2025-07-12 16:00:36,front,front,Detecting bad... (1.6s),0.007099360227584839,5
2025-07-12 16:00:36,front,front,Detecting bad... (1.5s),0.007265686988830566,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.4s),0.007631063461303711,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.4s),0.00789034366607666,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.4s),0.007853955030441284,5
2025-07-12 16:00:36,front,front,Detecting bad... (1.3s),0.008066892623901367,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.3s),0.008192509412765503,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.2s),0.008509963750839233,4
2025-07-12 16:00:36,front,front,Detecting bad... (1.1s),0.008702695369720459,5
2025-07-12 16:00:36,front,front,Detecting bad... (1.1s),0.008782714605331421,5
2025-07-12 16:00:36,front,front,Detecting bad... (1.0s),0.008791744709014893,6
2025-07-12 16:00:36,front,front,Detecting bad... (1.0s),0.008991450071334839,5
2025-07-12 16:00:36,front,front,Detecting bad... (0.9s),0.009177982807159424,4
2025-07-12 16:00:36,front,front,Detecting bad... (0.9s),0.00908711552619934,4
2025-07-12 16:00:36,front,front,Detecting bad... (0.8s),0.009098947048187256,4
2025-07-12 16:00:36,front,front,Detecting bad... (0.8s),0.00923040509223938,4
2025-07-12 16:00:36,front,front,Detecting bad... (0.8s),0.009335428476333618,4
2025-07-12 16:00:36,front,front,Detecting bad... (0.7s),0.009349822998046875,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.7s),0.009383946657180786,5
2025-07-12 16:00:37,front,front,Detecting bad... (0.6s),0.009344935417175293,5
2025-07-12 16:00:37,front,front,Detecting bad... (0.6s),0.009332537651062012,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.6s),0.009297430515289307,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.5s),0.00926131010055542,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.5s),0.009190887212753296,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.5s),0.00912734866142273,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.4s),0.008969157934188843,4
