user_id,session_id,head_tilt_mean,head_tilt_std,head_tilt_min,head_tilt_max,head_tilt_range,head_tilt_slope,head_tilt_delta,clavicle_drop_pct_mean,clavicle_drop_pct_std,clavicle_drop_pct_min,clavicle_drop_pct_max,clavicle_drop_pct_range,clavicle_drop_pct_slope,clavicle_drop_pct_delta,face_lean_mean,face_lean_std,face_lean_min,face_lean_max,face_lean_range,face_lean_slope,face_lean_delta,shoulder_ear_pct_mean,shoulder_ear_pct_std,shoulder_ear_pct_min,shoulder_ear_pct_max,shoulder_ear_pct_range,shoulder_ear_pct_slope,shoulder_ear_pct_delta,torso_lean_pct_mean,torso_lean_pct_std,torso_lean_pct_min,torso_lean_pct_max,torso_lean_pct_range,torso_lean_pct_slope,torso_lean_pct_delta,looking_down_pct_mean,looking_down_pct_std,looking_down_pct_min,looking_down_pct_max,looking_down_pct_range,looking_down_pct_slope,looking_down_pct_delta,t_start,t_end,label
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.011656459172566731,0.0011925510375434335,0.010772645473480225,0.01607978343963623,0.005307137966156006,8.516285125087446e-05,0.005307137966156006,0.0004318862409626912,0.003402318139596878,-0.008978414363111044,0.004704698760042281,0.013683113123153325,-0.00010903504035935558,-0.005684471780732725,0.014809334091842175,0.0009055780988359318,0.01133599504828453,0.015319596976041794,0.003983601927757263,-3.743938090604988e-05,-0.0034847520291805267,-0.0014879177268300762,0.007073148805155225,-0.0213178306551187,0.009375206795685043,0.03069303745080374,-0.0001863526002363846,-0.010918562161731468,0.014480018770602976,0.11350152423216592,-0.15672336432244233,0.28133459184254545,0.43805795616498777,-0.005138939274956827,0.012982804879271767,-0.018538837160545774,0.018342548072859028,-0.046151512296378885,-0.0001418207228247957,0.04600969157355409,-0.0018849692439595182,-0.0399078377820981,1759775501.3251293,1759775503.110645,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.01376496950785319,0.003327242499071641,0.006075501441955566,0.01812291145324707,0.012047410011291504,-0.0003527220947723897,-0.011099755764007568,-0.007345528219516433,0.00257724270913344,-0.012577395454041284,0.000724406595844536,0.01330180204988582,-8.732798818985504e-05,0.0008510289269030727,0.005412362764279048,0.0026015074829128385,0.0018326975405216217,0.009089428931474686,0.007256731390953064,-0.00022805883601987453,-0.006927143782377243,-0.02730311378708987,0.009328096478682183,-0.044944824903780344,-0.0060353501519258765,0.03890947475185447,-0.0005990860750168947,-0.013753415215328552,0.0009283308877672258,0.1486184159708957,-0.31410077164097944,0.27132354837855127,0.5854243200195307,-0.011916419299645256,-0.2644420769650895,-0.022470385413513688,0.02162181926223103,-0.07308498597587976,0.01206347978385667,0.08514846575973643,-0.00018923183102847554,0.016960177958646197,1759775503.1706452,1759775504.9522123,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.009997238715489706,0.0028757760353248173,0.006771981716156006,0.016631662845611572,0.009859681129455566,0.00011388249073728703,0.005872488021850586,-0.011767370433842258,0.006625737982145191,-0.02291347839061998,-0.004384023443396632,0.018529454947223346,-0.0006418335738732376,-0.009042818035194466,0.004949836805462837,0.003922144145570171,0.0017679296433925629,0.013761159032583237,0.011993229389190674,9.087366823757582e-05,0.004999510943889618,-0.029433632468575978,0.022567186884746564,-0.07268894085120434,0.0068138558459762515,0.07950279669718059,-0.0009355608265162236,0.012253788517813106,-0.13866935544789888,0.12924654332933308,-0.27929969432837015,0.20566299341461486,0.484962687742985,0.0058505847984082196,-0.04323893300908427,-0.022854842875028997,0.045889706758503665,-0.11421300336541672,0.08830941318059794,0.20252241654601466,0.0004982310465438052,0.06285390468178051,1759775505.0122106,1759775506.7078564,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.013651820023854573,0.00854259964670297,0.0030844807624816895,0.028774678707122803,0.025690197944641113,-0.0007001585636839055,-0.010324239730834961,-0.012351705011988783,0.0035779324314650467,-0.019379093187212003,-0.005479492908170714,0.013899600279041288,-0.00023408644664325455,-4.587048947097237e-05,0.01916003388663133,0.0026025109134842385,0.009590929374098778,0.022402189671993256,0.012811260297894478,9.927693940906291e-05,0.010375728830695152,0.0018330748062562318,0.010259324811731297,-0.014405133969109715,0.0246878810135424,0.039093014982652115,-0.0007562463264053957,0.0005323470488576129,-0.3196840225360861,0.04264596142631019,-0.37754633859514036,-0.2160578956410504,0.16148844295408996,-0.003406627919181484,-0.07845545075166022,-0.19321115328288296,0.06074190578159056,-0.23389924229550466,0.003367708926142943,0.2372669512216476,-0.004295686929344763,-0.2372669512216476,1759775506.7678561,1759775508.5519202,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.007730903228123983,0.007665380079489944,0.00028973817825317383,0.02528315782546997,0.024993419647216797,0.00026021784749524356,0.00312960147857666,-0.014101098381911998,0.0020604147143852237,-0.018628191253845787,-0.009799704933036975,0.008828486320808812,9.261019099743626e-05,-0.0009475522916782605,0.021572176863749824,0.001134415727949568,0.019969727843999863,0.022847536951303482,0.0028778091073036194,0.00010637484316831171,0.0020854435861110687,0.004373368581330654,0.006256884881541332,-0.008901539470896799,0.013980055605079065,0.022881595075975862,0.0004986557970405492,0.00626769079547796,-0.3099635330628352,0.02832430556507042,-0.35219794470579985,-0.26773866671332475,0.0844592779924751,0.002296555213840248,0.02828882252999948,-0.2429896122293995,0.010565336699350463,-0.25486498636494165,-0.2235895210745311,0.03127546529041056,-0.001020531295276676,-0.021844400820694526,1759775508.6139195,1759775510.3930228,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.010651715596516927,0.003957637739708692,0.0050550103187561035,0.017554104328155518,0.012499094009399414,0.00013828937946357768,0.0010207295417785645,-0.013328730720959525,0.0028463566874010133,-0.021168042276579903,-0.00946160372613603,0.011706438550443872,1.930847914345227e-05,0.0027716283417790703,0.02270385914792617,0.00032483763719117327,0.022201089188456535,0.023124825209379196,0.0009237360209226608,2.992043646676124e-05,0.0009151175618171692,0.007852367295581213,0.004524234282695624,-0.004277911224758926,0.01547630360031789,0.019754214825076815,0.00020638952818857192,0.007854206361816319,-0.28040156603549277,0.027226790584180854,-0.335327189073907,-0.20926223183428289,0.12606495723962413,-0.0002862048870968098,0.04804924395878579,-0.2677694423530414,0.022988030224362133,-0.3445010369681203,-0.24540700148352101,0.09909403548459927,-0.0017096606652446105,-0.0115875646688684,1759775510.453024,1759775512.224002,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.002471238374710083,0.0017227014362629362,0.00028765201568603516,0.006745338439941406,0.006457686424255371,-0.00016589142191529406,-0.004587292671203613,-0.023245567936455897,0.006627757252445937,-0.0315735034865141,-0.010256456458885226,0.021317047027628877,-0.0005130313786964578,-0.01129498497491754,0.02239809725433588,0.0003618394036450425,0.021978268399834633,0.023120157420635223,0.0011418890208005905,-3.025122069742311e-05,-0.0011041965335607529,-0.009470604741126425,0.011756299247046327,-0.024734924714016206,0.014084471914365126,0.03881939662838133,-0.0008819502102926338,-0.02169343198420689,-0.3072812040424784,0.021485917270533672,-0.3494392941699465,-0.263604386355124,0.0858349078148225,-0.0005720906069739223,-0.039187627941518866,-0.2692410649774961,0.008782610176929155,-0.2812246889026678,-0.2542773567863722,0.026947332116295575,-0.0005663236650088711,0.013549250291010673,1759775512.2830021,1759775514.1249766,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.0020217557748158773,0.00112123222269811,0.00012999773025512695,0.0038214921951293945,0.0036914944648742676,4.1907448922434156e-05,-7.033348083496094e-06,-0.06397474790427006,0.0384315379866896,-0.1272330077221049,-0.01495339924382659,0.11227960847827832,-0.003298609341075825,-0.05358575761338595,0.022129632532596588,0.00034151178763274246,0.02161397598683834,0.022701285779476166,0.001087309792637825,2.1053311954748644e-05,-0.00043137557804584503,-0.08510613173158141,0.07284853323028685,-0.19965783284747463,0.00970370057527488,0.20936153342274952,-0.0063322283238537135,-0.1053523039373087,-0.3993747465792726,0.08721397395959911,-0.5531960299055448,-0.2757200004635734,0.2774760294419714,-0.008121850422120385,-0.10007211545897565,-0.22749541794506406,0.018891343477622537,-0.2834238794588428,-0.20607627998311365,0.07734759947572914,-0.0004650870692685797,-0.034846800381634985,1759775514.1965084,1759775516.0061784,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.010198916991551716,0.006051545518002262,0.00019758939743041992,0.01963198184967041,0.01943439245223999,0.0004695861702898851,0.009517073631286621,-0.08003023873593137,0.005096190915575493,-0.0903413129379544,-0.06977082328191365,0.020570489656040747,-0.000170721913520659,-0.013284289087679577,0.021919148849944274,0.0005530084739114011,0.02080950140953064,0.022611888125538826,0.0018023867160081863,5.555680773746185e-05,0.0017947796732187271,-0.11705090822975807,0.009853406467935269,-0.14140819160987536,-0.1003770663259945,0.041031125283880865,0.00029317341323529096,-0.013958394460209272,-0.4332135613504206,0.0886975500493346,-0.615195526665242,-0.27712683645350533,0.3380686902117367,0.003832705859257429,0.10922496218432459,-0.2598660926634502,0.040169990124038366,-0.3316770448693641,-0.2076166372682225,0.12406040760114162,0.0025159062204565116,0.010934147338618527,1759775516.065178,1759775517.859516,good
be176f54-cf2a-4d98-8798-4c27e5917335,5be1e58c-349b-43cc-85c8-65af84fc7ba6,0.006172786156336467,0.004173073861036841,0.00040477514266967773,0.0154152512550354,0.015010476112365723,1.4016479751026797e-05,-0.008249878883361816,-0.043763401952796536,0.01468642139410187,-0.09001173246074226,-0.032920654425456004,0.057091078035286257,0.0012124412021829816,0.050849626698848,0.022309773912032444,0.0004416435293849866,0.021489327773451805,0.02290523052215576,0.0014159027487039566,2.558929586702247e-05,0.0006652772426605225,-0.03922978918483847,0.03239758337425746,-0.135178347669448,-0.014825568810040496,0.12035277885940751,0.0027753128080493595,0.10922385045679457,-0.30541816626865403,0.0464111491791686,-0.4140366809505088,-0.23324287677809916,0.18079380417240962,-0.00019689468895615396,-0.06605785975836298,-0.2627109589403553,0.015925505207999846,-0.2840757038653232,-0.22431079695736178,0.059764906907961435,0.0010359451627741502,0.022888084474472492,1759775517.9225152,1759775519.810783,good
